"name","proportions","similarity"
"SBS1+SBS5","SBS1=0.1;SBS5=0.9","0.909690780376019"
"SBS5+SBS6","SBS5=0.85;SBS6=0.15","0.895632282240556"
"SBS5+SBS87","SBS5=0.85;SBS87=0.15","0.890132791935488"
"SBS5+SBS15","SBS5=0.9;SBS15=0.1","0.882961739312502"
"SBS5+SBS51","SBS5=0.9;SBS51=0.1","0.865175942076502"
"SBS5+SBS50","SBS5=0.91;SBS50=0.09","0.865009395965459"
"SBS5+SBS32","SBS5=0.9;SBS32=0.1","0.864837681653269"
"SBS5+SBS43","SBS5=0.94;SBS43=0.06","0.863593021379084"
"SBS5+SBS58","SBS5=0.9;SBS58=0.1","0.862592680570633"
"SBS5+SBS94","SBS5=0.86;SBS94=0.14","0.862230104561437"
"SBS5+SBS46","SBS5=0.9;SBS46=0.1","0.860403883583098"
"SBS5+SBS29","SBS5=0.92;SBS29=0.08","0.860273505951203"
"SBS5+SBS11","SBS5=0.95;SBS11=0.05","0.858927171775255"
"SBS5+SBS60","SBS5=0.98;SBS60=0.02","0.858863017194134"
"SBS5+SBS55","SBS5=0.96;SBS55=0.04","0.858489522001639"
"SBS5+SBS7b","SBS5=0.96;SBS7b=0.04","0.858211563004393"
"SBS5+SBS30","SBS5=0.94;SBS30=0.06","0.858011487804416"
"SBS5+SBS47","SBS5=0.96;SBS47=0.04","0.856505156235176"
"SBS5+SBS54","SBS5=0.96;SBS54=0.04","0.856478197770787"
"SBS5+SBS24","SBS5=0.95;SBS24=0.05","0.856374376459813"
"SBS5+SBS25","SBS5=0.9;SBS25=0.1","0.856319359037638"
"SBS4+SBS5","SBS4=0.06;SBS5=0.94","0.856096451964966"
"SBS5+SBS18","SBS5=0.96;SBS18=0.04","0.855979278531201"
"SBS5+SBS20","SBS5=0.97;SBS20=0.03","0.855800857973052"
"SBS5+SBS89","SBS5=0.91;SBS89=0.09","0.855752948846674"
"SBS5+SBS33","SBS5=0.98;SBS33=0.02","0.855736625485815"
"SBS5+SBS53","SBS5=0.98;SBS53=0.02","0.855333922140708"
"SBS5+SBS38","SBS5=0.98;SBS38=0.02","0.855330890080689"
"SBS5+SBS45","SBS5=0.98;SBS45=0.02","0.855240193781499"
"SBS5+SBS10b","SBS5=0.98;SBS10b=0.02","0.855100497302605"
"SBS5+SBS49","SBS5=0.99;SBS49=0.01","0.854968016092266"
"SBS5+SBS23","SBS5=0.98;SBS23=0.02","0.854855739264791"
"SBS5+SBS44","SBS5=0.96;SBS44=0.04","0.854768858644824"
"SBS5+SBS17a","SBS5=0.99;SBS17a=0.01","0.854746689587798"
